PUMA2010,PUMA2010_name,CZ20,CZ20_name,pop_overlap,share_of_PUMA2010,afactor,PUMA2010_total_pop,cells,grid_res_m,crs_epsg,method,PUMA2010_state_fips,PUMA2010_state
G17002700,Stephenson & Ogle Counties PUMA,574,NA,0.9519958794116974,9.89833729314165e-6,9.89833729314165e-6,96177.35294505628,2,100,5070,building_footprint_area,17,IL
G17002700,Stephenson & Ogle Counties PUMA,144,NA,96175.03666728409,0.9999759165988534,0.9999759165988534,96177.35294505628,24591,100,5070,building_footprint_area,17,IL
G17003309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA",152,NA,155929.89428181108,0.9999128219045467,0.9999128219045467,155943.4891381925,10258,100,5070,building_footprint_area,17,IL
G55000800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA",574,NA,94331.12611202407,0.6476417738735437,0.6476417738735437,145653.2452312794,37543,100,5070,building_footprint_area,55,WI
G17003602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",152,NA,171906.17677166034,1,1,171906.17677166034,16095,100,5070,building_footprint_area,17,IL
G17000104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA",158,NA,21997.156181935687,0.17294482887936502,0.17294482887936502,127191.75429801061,10252,100,5070,building_footprint_area,17,IL
G55000800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA",158,NA,0.09833186864852905,6.75109356419695e-7,6.75109356419695e-7,145653.2452312794,1,100,5070,building_footprint_area,55,WI
G17000104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA",574,NA,0.2299271523952484,1.807720584280397e-6,1.807720584280397e-6,127191.75429801061,1,100,5070,building_footprint_area,17,IL
G55000800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA",177,NA,51320.560759930406,0.3523475270217267,0.3523475270217267,145653.2452312794,16962,100,5070,building_footprint_area,55,WI
G17003308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA",152,NA,119538.35873528419,1,1,119538.35873528419,13462,100,5070,building_footprint_area,17,IL
G17003310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships PUMA",152,NA,137988.4327413534,0.9999902353717591,0.9999902353717591,137989.7801602577,10485,100,5070,building_footprint_area,17,IL
G17003416,Cook County (Northeast)--Northfield & New Trier Townships PUMA,152,NA,148929.991949782,0.9999913458121884,0.9999913458121884,148931.28082905733,8474,100,5070,building_footprint_area,17,IL
G17003601,"McHenry County (North, West & Central) PUMA",144,NA,5.946942329406738,4.315600882800741e-5,4.315600882800741e-5,137801.02680735593,1,100,5070,building_footprint_area,17,IL
G17003415,Cook County (North)--Wheeling Township (North & East) PUMA,152,NA,128607.12475989945,1,1,128607.12475989945,5394,100,5070,building_footprint_area,17,IL
G17003401,Cook County (Northwest)--Palatine & Barrington Townships PUMA,152,NA,128669.9516158402,1,1,128669.9516158402,8680,100,5070,building_footprint_area,17,IL
G17003008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships PUMA,152,NA,138224.0810745858,1,1,138224.0810745858,6903,100,5070,building_footprint_area,17,IL
G17003009,Kane County (West) PUMA,152,NA,130479.60140946787,1,1,130479.60140946787,16069,100,5070,building_footprint_area,17,IL
G17002601,DeKalb County PUMA,152,NA,100186.19925515482,1,1,100186.19925515482,11232,100,5070,building_footprint_area,17,IL
G17000104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA",144,NA,105194.36818892253,0.8270533634000506,0.8270533634000506,127191.75429801061,27336,100,5070,building_footprint_area,17,IL
G17003419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,152,NA,125181.01820864575,1,1,125181.01820864575,4771,100,5070,building_footprint_area,17,IL
G17003421,Cook County (North)--Niles & Evanston Townships PUMA,152,NA,190866.43694115104,0.9998679084206564,0.9998679084206564,190891.6521209632,5396,100,5070,building_footprint_area,17,IL
G17002700,Stephenson & Ogle Counties PUMA,152,NA,1.3642818927764893,1.4185063853398725e-5,1.4185063853398725e-5,96177.35294505628,1,100,5070,building_footprint_area,17,IL
G17003420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA",152,NA,191995.03749062726,1,1,191995.03749062726,6227,100,5070,building_footprint_area,17,IL
G17003418,Cook County (Northwest)--Schaumburg Township (South & Central) PUMA,152,NA,112658.79724521935,1,1,112658.79724521935,4604,100,5070,building_footprint_area,17,IL
G17003417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA,152,NA,121924.81711056456,1,1,121924.81711056456,5064,100,5070,building_footprint_area,17,IL
G17003501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA",152,NA,164208.48164589703,0.9880756927285647,0.9880756927285647,166190.18447102606,1221,100,5070,building_footprint_area,17,IL
G17003503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA",152,NA,153962.01880606823,1,1,153962.01880606823,1809,100,5070,building_footprint_area,17,IL
G17003504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA",152,NA,136876.39142989367,1,1,136876.39142989367,2247,100,5070,building_footprint_area,17,IL
G17003520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA",152,NA,132132.21120209992,1,1,132132.21120209992,2334,100,5070,building_footprint_area,17,IL
G17003422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA",152,NA,129666.84596839547,1,1,129666.84596839547,3533,100,5070,building_footprint_area,17,IL
G17003007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA",152,NA,117948.02280864352,1,1,117948.02280864352,8728,100,5070,building_footprint_area,17,IL
G17003207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA,152,NA,116037.97661940288,1,1,116037.97661940288,6038,100,5070,building_footprint_area,17,IL
G17003502,Chicago City (North)--Lake View & Lincoln Park PUMA,152,NA,170876.87138756365,1,1,170876.87138756365,1322,100,5070,building_footprint_area,17,IL
G17003208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA",152,NA,174392.43731525075,1,1,174392.43731525075,9166,100,5070,building_footprint_area,17,IL
G17003522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA",152,NA,132495.35099658743,1,1,132495.35099658743,1538,100,5070,building_footprint_area,17,IL
G17003521,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA",152,NA,189677.81405599043,1,1,189677.81405599043,2646,100,5070,building_footprint_area,17,IL
G17003524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA",152,NA,180819.49872903805,1,1,180819.49872903805,2044,100,5070,building_footprint_area,17,IL
G17003525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA",152,NA,114113.53255871683,1,1,114113.53255871683,559,100,5070,building_footprint_area,17,IL
G17003523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA",152,NA,197108.9810763914,1,1,197108.9810763914,2700,100,5070,building_footprint_area,17,IL
G17003408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA",152,NA,195793.73624630924,1,1,195793.73624630924,3186,100,5070,building_footprint_area,17,IL
G17003407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA",152,NA,179563.24737544544,1,1,179563.24737544544,5843,100,5070,building_footprint_area,17,IL
G17003205,DuPage County (East Central)--York Township PUMA,152,NA,128051.38222347619,1,1,128051.38222347619,6484,100,5070,building_footprint_area,17,IL
G17003202,DuPage County (Central)--Milton Township PUMA,152,NA,120103.86769540515,1,1,120103.86769540515,6032,100,5070,building_footprint_area,17,IL
G17003526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA",152,NA,165863.7037991722,1,1,165863.7037991722,2261,100,5070,building_footprint_area,17,IL
G17003529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA",152,NA,191384.35518075246,1,1,191384.35518075246,2506,100,5070,building_footprint_area,17,IL
G17003209,DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA,152,NA,124140.31582069071,1,1,124140.31582069071,5959,100,5070,building_footprint_area,17,IL
G17003409,Cook County (West Central)--Lyons & Stickney Townships PUMA,152,NA,156590.88688602392,1,1,156590.88688602392,6639,100,5070,building_footprint_area,17,IL
G17003527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA",152,NA,150975.03944518603,1,1,150975.03944518603,2605,100,5070,building_footprint_area,17,IL
G17003204,DuPage County (Southeast)--Downers Grove Township PUMA,152,NA,149636.88869021833,1,1,149636.88869021833,8880,100,5070,building_footprint_area,17,IL
G17003528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA",152,NA,142005.90476872702,1,1,142005.90476872702,2796,100,5070,building_footprint_area,17,IL
G17003203,DuPage County (South Central)--Lisle Township PUMA,152,NA,118729.7705097599,1,1,118729.7705097599,6250,100,5070,building_footprint_area,17,IL
G17003005,Kane County (Southeast)--Aurora Township PUMA,152,NA,126849.96626428142,1,1,126849.96626428142,5335,100,5070,building_footprint_area,17,IL
G17003531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA",152,NA,126776.59735978395,1,1,126776.59735978395,2963,100,5070,building_footprint_area,17,IL
G17003532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering PUMA",152,NA,126269.47370913273,1,1,126269.47370913273,3468,100,5070,building_footprint_area,17,IL
G17003530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA",152,NA,126231.42861021729,1,1,126231.42861021729,3692,100,5070,building_footprint_area,17,IL
G17003411,Cook County (South Central)--Worth & Calumet Townships PUMA,152,NA,171177.99933115207,1,1,171177.99933115207,6339,100,5070,building_footprint_area,17,IL
G17003410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA",152,NA,177909.17391651776,1,1,177909.17391651776,10982,100,5070,building_footprint_area,17,IL
G18000101,Lake County (Northwest)--Hammond & East Chicago Cities PUMA,174,NA,108436.73882458723,0.9994927641668732,0.9994927641668732,108491.76973779759,4333,100,5070,building_footprint_area,18,IN
G17003106,Will County (Northwest)--DuPage & Wheatland Townships PUMA,152,NA,176078.9555673704,1,1,176078.9555673704,9023,100,5070,building_footprint_area,17,IL
G18000101,Lake County (Northwest)--Hammond & East Chicago Cities PUMA,152,NA,55.029502868652344,5.072228335997043e-4,5.072228335997043e-4,108491.76973779759,3,100,5070,building_footprint_area,18,IN
G17003700,Kendall & Grundy Counties PUMA,152,NA,183986.18585934688,0.9999800329542194,0.9999800329542194,183989.85959329654,19174,100,5070,building_footprint_area,17,IL
G17003413,Cook County (Southeast)--Thornton Township PUMA,152,NA,157357.13402439677,0.9998472629845743,0.9998472629845743,157381.17195488536,7092,100,5070,building_footprint_area,17,IL
G17003412,Cook County (South Central)--Bremen & Orland (East) Townships PUMA,152,NA,106906.03313205112,1,1,106906.03313205112,5731,100,5070,building_footprint_area,17,IL
G17003107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA",152,NA,128553.74400421022,1,1,128553.74400421022,11782,100,5070,building_footprint_area,17,IL
G17000105,Rock Island County PUMA,156,NA,144095.19749688776,1,1,144095.19749688776,16120,100,5070,building_footprint_area,17,IL
G17003105,Will County (Northwest Central)--Plainfield & Lockport Townships PUMA,152,NA,140867.33968762177,1,1,140867.33968762177,7729,100,5070,building_footprint_area,17,IL
G18000103,Lake County (Central) PUMA,174,NA,121596.55226776004,0.9999440017570167,0.9999440017570167,121603.36184236407,9274,100,5070,building_footprint_area,18,IN
G17003413,Cook County (Southeast)--Thornton Township PUMA,174,NA,24.037930488586426,1.5273701542568955e-4,1.5273701542568955e-4,157381.17195488536,2,100,5070,building_footprint_area,17,IL
G17002400,LaSalle County PUMA,145,NA,109125.23519161507,0.9999955598983644,0.9999955598983644,109125.71972090169,18097,100,5070,building_footprint_area,17,IL
G17003414,Cook County (South)--Bloom & Rich Townships PUMA,152,NA,161965.62683837675,0.9999492540143926,0.9999492540143926,161973.84636085294,9470,100,5070,building_footprint_area,17,IL
G17003102,Will County (West Central)--Joliet & Troy Townships PUMA,152,NA,134810.86209026584,1,1,134810.86209026584,7592,100,5070,building_footprint_area,17,IL
G17003700,Kendall & Grundy Counties PUMA,145,NA,3.673733949661255,1.996704578057683e-5,1.996704578057683e-5,183989.85959329654,2,100,5070,building_footprint_area,17,IL
G17002501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",145,NA,88592.44357603672,0.6163270200827962,0.6163270200827962,143742.59230779042,24984,100,5070,building_footprint_area,17,IL
G17003108,Will County (South) PUMA,152,NA,115277.92788442783,0.9999546931833665,0.9999546931833665,115283.15099701099,16944,100,5070,building_footprint_area,17,IL
G17002501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",144,NA,0.09239240735769272,6.427629130261993e-7,6.427629130261993e-7,143742.59230779042,1,100,5070,building_footprint_area,17,IL
G17000202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA",156,NA,81646.23579848115,0.49118682926157664,0.49118682926157664,166222.36374135606,23472,100,5070,building_footprint_area,17,IL
G17003108,Will County (South) PUMA,174,NA,3.3468074798583984,2.9031193638567122e-5,2.9031193638567122e-5,115283.15099701099,1,100,5070,building_footprint_area,17,IL
G18000104,Lake County (South) PUMA,174,NA,148969.59407341643,0.9999602088827649,0.9999602088827649,148975.52197587653,16965,100,5070,building_footprint_area,18,IN
G18000104,Lake County (South) PUMA,152,NA,5.927902460098267,3.97911172350728e-5,3.97911172350728e-5,148975.52197587653,3,100,5070,building_footprint_area,18,IN
G17002300,Kankakee County PUMA,157,NA,106952.79810251761,0.9999809821986065,0.9999809821986065,106954.83214827348,13630,100,5070,building_footprint_area,17,IL
G17003108,Will County (South) PUMA,157,NA,1.876305103302002,1.6275622994991264e-5,1.6275622994991264e-5,115283.15099701099,1,100,5070,building_footprint_area,17,IL
G17002300,Kankakee County PUMA,174,NA,2.0340457558631897,1.9017801393427033e-5,1.9017801393427033e-5,106954.83214827348,2,100,5070,building_footprint_area,17,IL
G17002400,LaSalle County PUMA,152,NA,0.4845292866230011,4.4401016356384724e-6,4.4401016356384724e-6,109125.71972090169,1,100,5070,building_footprint_area,17,IL
G18000700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA",174,NA,46552.074234731495,0.45334152927839183,0.45334152927839183,102686.54254736146,12985,100,5070,building_footprint_area,18,IN
G17002501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",156,NA,55149.94420909928,0.3836715570775909,0.3836715570775909,143742.59230779042,12544,100,5070,building_footprint_area,17,IL
G17002200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA",147,NA,48763.73749815114,0.326187446954877,0.326187446954877,149496.05802855082,9904,100,5070,building_footprint_area,17,IL
G17002200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA",157,NA,26861.94825473847,0.17968332148001095,0.17968332148001095,149496.05802855082,7541,100,5070,building_footprint_area,17,IL
G17000202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA",155,NA,23915.687285544118,0.14387767534552212,0.14387767534552212,166222.36374135606,11035,100,5070,building_footprint_area,17,IL
G17001701,Peoria County--Peoria City PUMA,145,NA,180749.59585434047,0.9999973523646652,0.9999973523646652,180750.07441462425,21831,100,5070,building_footprint_area,17,IL
G17001701,Peoria County--Peoria City PUMA,156,NA,0.47856028378009796,2.6476353347568984e-6,2.6476353347568984e-6,180750.07441462425,2,100,5070,building_footprint_area,17,IL
G17002000,McLean County PUMA,147,NA,170317.35916993953,0.9999989065154754,0.9999989065154754,170317.5454095397,16525,100,5070,building_footprint_area,17,IL
G17001900,Tazewell County PUMA,145,NA,131111.88003274403,1,1,131111.88003274403,17787,100,5070,building_footprint_area,17,IL
G17000202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA",145,NA,33452.182552597485,0.2012495900049254,0.2012495900049254,166222.36374135606,9989,100,5070,building_footprint_area,17,IL
G17002501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",147,NA,0.11213024705648422,7.800766999970621e-7,7.800766999970621e-7,143742.59230779042,1,100,5070,building_footprint_area,17,IL
G17002200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA",161,NA,73866.36485941289,0.49410242539844,0.49410242539844,149496.05802855082,13512,100,5070,building_footprint_area,17,IL
G17000202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA",146,NA,27208.258104733308,0.1636859053879758,0.1636859053879758,166222.36374135606,6742,100,5070,building_footprint_area,17,IL
G17002100,Champaign County--Champaign & Urbana Cities PUMA,147,NA,204994.78140065214,1,1,204994.78140065214,16469,100,5070,building_footprint_area,17,IL
G17000300,"Adams, Pike, Brown, Schuyler & Mason Counties PUMA",146,NA,19872.40989194531,0.18676074761566203,0.18676074761566203,106405.70968821063,7774,100,5070,building_footprint_area,17,IL
G17002000,McLean County PUMA,145,NA,0.1862396001815796,1.0934845246492617e-6,1.0934845246492617e-6,170317.5454095397,1,100,5070,building_footprint_area,17,IL
G18001600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA",161,NA,24737.595811677165,0.23959831699295767,0.23959831699295767,103246.11675967765,8487,100,5070,building_footprint_area,18,IN
G17001602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA",146,NA,40171.15416937391,0.2867629756522479,0.2867629756522479,140084.87001504935,9740,100,5070,building_footprint_area,17,IL
G17001602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA",147,NA,31651.416687092045,0.22594457691035247,0.22594457691035247,140084.87001504935,6785,100,5070,building_footprint_area,17,IL
G18001600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA",149,NA,78503.21054912382,0.760350248637951,0.760350248637951,103246.11675967765,23560,100,5070,building_footprint_area,18,IN
G17000300,"Adams, Pike, Brown, Schuyler & Mason Counties PUMA",141,NA,86533.29979626532,0.8132392523843379,0.8132392523843379,106405.70968821063,22655,100,5070,building_footprint_area,17,IL
G17001500,Macon County--Decatur City PUMA,148,NA,103385.00445499364,1,1,103385.00445499364,12958,100,5070,building_footprint_area,17,IL
G17000401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",146,NA,62698.35908054572,0.4698884769898464,0.4698884769898464,133432.42524736468,18398,100,5070,building_footprint_area,17,IL
G17000600,"Douglas, Edgar, Coles & Cumberland Counties PUMA",149,NA,16624.507600425743,0.17950111425908066,0.17950111425908066,92615.0663133543,4524,100,5070,building_footprint_area,17,IL
G17001300,Sangamon County--Springfield City PUMA,146,NA,195924.1425515802,0.9999886790737222,0.9999886790737222,195926.36061946466,23644,100,5070,building_footprint_area,17,IL
G17000600,"Douglas, Edgar, Coles & Cumberland Counties PUMA",148,NA,75990.55871292856,0.8204988857409193,0.8204988857409193,92615.0663133543,14564,100,5070,building_footprint_area,17,IL
G17001602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA",148,NA,68262.2991585834,0.48729244743739963,0.48729244743739963,140084.87001504935,15885,100,5070,building_footprint_area,17,IL
G17001300,Sangamon County--Springfield City PUMA,148,NA,2.2180678844451904,1.1320926277772305e-5,1.1320926277772305e-5,195926.36061946466,1,100,5070,building_footprint_area,17,IL
G18001700,Vigo County--Terre Haute City PUMA,149,NA,105946.04920328781,1,1,105946.04920328781,15355,100,5070,building_footprint_area,18,IN
G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",149,NA,15316.002461015247,0.14802469450521738,0.14802469450521738,103469.23877944844,5339,100,5070,building_footprint_area,17,IL
G17000501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA",143,NA,66099.17832396273,0.4817676354044977,0.4817676354044977,137201.36735309148,21513,100,5070,building_footprint_area,17,IL
G17000401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",143,NA,70734.06616681896,0.5301115230101535,0.5301115230101535,133432.42524736468,24329,100,5070,building_footprint_area,17,IL
G17000501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA",148,NA,34457.15223659971,0.2511429215419062,0.2511429215419062,137201.36735309148,8351,100,5070,building_footprint_area,17,IL
G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",153,NA,33836.24173657084,0.3270174028118158,0.3270174028118158,103469.23877944844,10281,100,5070,building_footprint_area,17,IL
G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",148,NA,9202.58739330247,0.08894032179862073,0.08894032179862073,103469.23877944844,4502,100,5070,building_footprint_area,17,IL
G17001204,Madison County (East) PUMA,143,NA,126263.7696566307,1,1,126263.7696566307,18924,100,5070,building_footprint_area,17,IL
G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",150,NA,45110.68643775117,0.4359816209135122,0.4359816209135122,103469.23877944844,17899,100,5070,building_footprint_area,17,IL
G17001205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village PUMA",143,NA,139053.4235095852,1,1,139053.4235095852,15666,100,5070,building_footprint_area,17,IL
G17000501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA",150,NA,1.0599976778030396,7.72585359936761e-6,7.72585359936761e-6,137201.36735309148,1,100,5070,building_footprint_area,17,IL
G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA",151,NA,88004.7864713734,0.5753859985806274,0.5753859985806274,152949.12752215937,27227,100,5070,building_footprint_area,17,IL
G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA",143,NA,0.24624978005886078,1.610011015088556e-6,1.610011015088556e-6,152949.12752215937,1,100,5070,building_footprint_area,17,IL
G17000501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA",151,NA,36643.976794851245,0.26708171719999674,0.26708171719999674,137201.36735309148,8993,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,162,NA,11150.610127541702,0.08579898871531313,0.08579898871531313,129962.02279889549,2954,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,153,NA,0.470762699842453,3.6223097309813025e-6,3.6223097309813025e-6,129962.02279889549,1,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,150,NA,20092.845394250005,0.15460551445357135,0.15460551445357135,129962.02279889549,7925,100,5070,building_footprint_area,17,IL
G17001104,St. Clair County (Central & Northeast) PUMA,160,NA,150831.11394454353,1,1,150831.11394454353,15751,100,5070,building_footprint_area,17,IL
G17001105,"St. Clair County (Northwest, Southwest & Southeast) PUMA",160,NA,105891.61810507532,0.9998448495045115,0.9998448495045115,105908.04979147669,15031,100,5070,building_footprint_area,17,IL
G17001105,"St. Clair County (Northwest, Southwest & Southeast) PUMA",143,NA,16.431686401367188,1.5515049548848914e-4,1.5515049548848914e-4,105908.04979147669,1,100,5070,building_footprint_area,17,IL
G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA",160,NA,34829.807576288,0.22772151852413697,0.22772151852413697,152949.12752215937,8231,100,5070,building_footprint_area,17,IL
G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA",150,NA,1.7146148681640625,1.1210360568520719e-5,1.1210360568520719e-5,152949.12752215937,1,100,5070,building_footprint_area,17,IL
G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",151,NA,3.7207508087158203,3.595997083390985e-5,3.595997083390985e-5,103469.23877944844,1,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,151,NA,7927.04393830942,0.060995079697826846,0.060995079697826846,129962.02279889549,4130,100,5070,building_footprint_area,17,IL
G17000900,"Jackson, Williamson, Franklin & Perry Counties PUMA",142,NA,177795.32690455375,0.9999906312176622,0.9999906312176622,177796.99264587817,41888,100,5070,building_footprint_area,17,IL
G17000900,"Jackson, Williamson, Franklin & Perry Counties PUMA",151,NA,1.6657413244247437,9.368782337856714e-6,9.368782337856714e-6,177796.99264587817,1,100,5070,building_footprint_area,17,IL
G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA",142,NA,30112.57260984974,0.19687966252365194,0.19687966252365194,152949.12752215937,9069,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,154,NA,35986.1777315872,0.2768976425310998,0.2768976425310998,129962.02279889549,14467,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,142,NA,40704.68323225342,0.3132044450803928,0.3132044450803928,129962.02279889549,15286,100,5070,building_footprint_area,17,IL
G17000800,South & Southeast Illinois PUMA,159,NA,14100.191612253897,0.10849470721206511,0.10849470721206511,129962.02279889549,4637,100,5070,building_footprint_area,17,IL
G21000100,Purchase Area Development District PUMA,159,NA,195801.7538750975,0.9999275077495804,0.9999275077495804,195815.94901390956,59389,100,5070,building_footprint_area,21,KY
G18000600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA",163,NA,124937.45350821037,0.7553732235074233,0.7553732235074233,165398.30857134238,33565,100,5070,building_footprint_area,18,IN
G18000600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA",266,NA,13.571953549981117,8.205618102876205e-5,8.205618102876205e-5,165398.30857134238,5,100,5070,building_footprint_area,18,IN
G26002200,St. Joseph & Branch Counties PUMA,266,NA,44727.68546240404,0.42339456112334145,0.42339456112334145,105640.6708289627,12892,100,5070,building_footprint_area,26,MI
G26002500,Lenawee & Hillsdale Counties PUMA,274,NA,144775.92243169155,0.9998548219403357,0.9998548219403357,144796.94377103355,40000,100,5070,building_footprint_area,26,MI
G26002200,St. Joseph & Branch Counties PUMA,163,NA,7.495517313480377,7.095295074011768e-5,7.095295074011768e-5,105640.6708289627,5,100,5070,building_footprint_area,26,MI
G18000600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA",171,NA,40445.27374944743,0.2445325716979862,0.2445325716979862,165398.30857134238,12717,100,5070,building_footprint_area,18,IN
G26002200,St. Joseph & Branch Counties PUMA,171,NA,60905.489849245176,0.5765344859259184,0.5765344859259184,105640.6708289627,15976,100,5070,building_footprint_area,26,MI
G18000500,Elkhart County--Elkhart & Goshen Cities PUMA,171,NA,206669.6982319801,0.9999936146924485,0.9999936146924485,206671.0178899913,29014,100,5070,building_footprint_area,18,IN
G39000100,"Defiance, Williams, Henry & Paulding Counties PUMA",427,NA,121511.77331616625,0.999962960504268,0.999962960504268,121516.2742176865,34262,100,5070,building_footprint_area,39,OH
G26002300,Van Buren & Cass Counties PUMA,171,NA,51630.17203114927,0.40647281399537855,0.40647281399537855,127019.98818483413,16761,100,5070,building_footprint_area,26,MI
G18000402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,171,NA,155087.50732474565,0.9999891156150214,0.9999891156150214,155089.19537525414,21174,100,5070,building_footprint_area,18,IN
G26002400,Berrien County PUMA,171,NA,153819.7442196007,0.9998818364486272,0.9998818364486272,153837.92225483013,32067,100,5070,building_footprint_area,26,MI
G18000401,St. Joseph County (North)--South Bend City PUMA,171,NA,117208.22428043769,1,1,117208.22428043769,7194,100,5070,building_footprint_area,18,IN
G18000300,LaPorte County PUMA,174,NA,112113.27879108652,0.9999127359062251,0.9999127359062251,112123.06310857995,20088,100,5070,building_footprint_area,18,IN
G18000300,LaPorte County PUMA,171,NA,9.78431749343872,8.726409377492291e-5,8.726409377492291e-5,112123.06310857995,3,100,5070,building_footprint_area,18,IN
