PUMA20_GISJOIN,CZ90,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state_fips,state,afactor,GISJOIN,STATEFP20,PUMACE20,GEOID20
G37000800,1900,"Greenville city, NC",12019.84813,0.079521283,151152.5939,4783,100,5070,building_footprint_area,South & West Albemarle Sound & Outer Banks Regions PUMA,37,NC,0.079521283,G37000800,37,800,3700800
G37003600,500,"Greensboro city, NC",143567.0762,0.99948807,143640.6102,38034,100,5070,building_footprint_area,Randolph County PUMA,37,NC,0.99948807,G37003600,37,3600,3703600
G37001900,1100,"Hickory city, NC",24942.95599,0.238169933,104727.5603,9925,100,5070,building_footprint_area,"Davie, Yadkin & Iredell (North) Counties PUMA",37,NC,0.238169933,G37001900,37,1900,3701900
G37001205,1701,"Raleigh city, NC",132077.9307,1.0,132077.9307,16204,100,5070,building_footprint_area,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA,37,NC,1.0,G37001205,37,1205,3701205
G37000100,100,"Johnson City city, TN",12.41648147,9.46e-05,131230.8752,5,100,5070,building_footprint_area,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",37,NC,9.46e-05,G37000100,37,100,3700100
G37001900,601,"North Wilkesboro town, NC",8.779637128,8.38e-05,104727.5603,5,100,5070,building_footprint_area,"Davie, Yadkin & Iredell (North) Counties PUMA",37,NC,8.38e-05,G37001900,37,1900,3701900
G37001500,500,"Greensboro city, NC",13.55739698,9.77e-05,138743.9233,3,100,5070,building_footprint_area,Chatham & Lee Counties PUMA,37,NC,9.77e-05,G37001500,37,1500,3701500
G37002000,1100,"Hickory city, NC",116862.7727,0.999612743,116908.0462,35359,100,5070,building_footprint_area,Caldwell & Alexander Counties PUMA,37,NC,0.999612743,G37002000,37,2000,3702000
G37002000,1001,"Boone town, NC",37.42585289,0.00032,116908.0462,12,100,5070,building_footprint_area,Caldwell & Alexander Counties PUMA,37,NC,0.00032,G37002000,37,2000,3702000
G37000100,1100,"Hickory city, NC",2.808303118,2.14e-05,131230.8752,1,100,5070,building_footprint_area,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",37,NC,2.14e-05,G37000100,37,100,3700100
G37003600,1701,"Raleigh city, NC",73.53400677,0.000512,143640.6102,21,100,5070,building_footprint_area,Randolph County PUMA,37,NC,0.000512,G37003600,37,3600,3703600
G37004000,1800,"Goldsboro city, NC",115803.7184,0.99864664,115960.655,24950,100,5070,building_footprint_area,Wayne County PUMA,37,NC,0.99864664,G37004000,37,4000,3704000
G37004000,1600,"Rocky Mount city, NC",24.53049541,0.000212,115960.655,8,100,5070,building_footprint_area,Wayne County PUMA,37,NC,0.000212,G37004000,37,4000,3704000
G37000200,1100,"Hickory city, NC",1.268825173,8.58e-06,147862.9461,1,100,5070,building_footprint_area,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",37,NC,8.58e-06,G37000200,37,200,3700200
G37004000,1900,"Greenville city, NC",132.4060685,0.001141819,115960.655,33,100,5070,building_footprint_area,Wayne County PUMA,37,NC,0.001141819,G37004000,37,4000,3704000
G37002000,601,"North Wilkesboro town, NC",7.847614944,6.71e-05,116908.0462,5,100,5070,building_footprint_area,Caldwell & Alexander Counties PUMA,37,NC,6.71e-05,G37002000,37,2000,3702000
G37000100,1002,"Morganton city, NC",33196.19906,0.252960281,131230.8752,15775,100,5070,building_footprint_area,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",37,NC,0.252960281,G37000100,37,100,3700100
G37004300,1900,"Greenville city, NC",165373.6726,0.999952981,165381.4487,32622,100,5070,building_footprint_area,Craven & Carteret Counties PUMA,37,NC,0.999952981,G37004300,37,4300,3704300
G37004300,2100,"Washington city, NC",3.037636518,1.84e-05,165381.4487,2,100,5070,building_footprint_area,Craven & Carteret Counties PUMA,37,NC,1.84e-05,G37004300,37,4300,3704300
G37001001,1800,"Goldsboro city, NC",15.80835044,0.000107,148195.7058,4,100,5070,building_footprint_area,"Wilson, Greene & Johnston (East) Counties--Wilson City PUMA",37,NC,0.000107,G37001001,37,1001,3701001
G37004101,1900,"Greenville city, NC",110271.9336,0.99962493,110313.3088,28582,100,5070,building_footprint_area,"Lenoir, Onslow (North) & Jones Counties PUMA",37,NC,0.99962493,G37004101,37,4101,3704101
G37002900,1100,"Hickory city, NC",160313.0069,0.993335091,161388.6475,26229,100,5070,building_footprint_area,Iredell (South)--Mooresville Town & Statesville City PUMA,37,NC,0.993335091,G37002900,37,2900,3702900
G37003400,900,"Charlotte city, NC",146564.1048,0.999863927,146584.051,33298,100,5070,building_footprint_area,Rowan County PUMA,37,NC,0.999863927,G37003400,37,3400,3703400
G37002100,1002,"Morganton city, NC",131730.8729,0.99924352,131830.6001,37612,100,5070,building_footprint_area,Burke & McDowell Counties PUMA,37,NC,0.99924352,G37002100,37,2100,3702100
G37003800,1701,"Raleigh city, NC",132778.568,0.999302015,132871.3102,26857,100,5070,building_footprint_area,Harnett County PUMA,37,NC,0.999302015,G37003800,37,3800,3703800
G37002900,900,"Charlotte city, NC",1075.64062,0.006664909,161388.6475,275,100,5070,building_footprint_area,Iredell (South)--Mooresville Town & Statesville City PUMA,37,NC,0.006664909,G37002900,37,2900,3702900
G37002300,1203,"Asheville city, NC",82699.3123,0.790666806,104594.39,29114,100,5070,building_footprint_area,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",37,NC,0.790666806,G37002300,37,2300,3702300
G37002800,1100,"Hickory city, NC",159348.8936,0.995516096,160066.6169,32821,100,5070,building_footprint_area,Catawba County--Hickory City PUMA,37,NC,0.995516096,G37002800,37,2800,3702800
G37002300,100,"Johnson City city, TN",0.827031225,7.91e-06,104594.39,2,100,5070,building_footprint_area,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",37,NC,7.91e-06,G37002300,37,2300,3702300
G47001101,100,"Johnson City city, TN",87513.52405,0.830227691,105409.0643,21920,100,5070,building_footprint_area,Washington (South) & Carter Counties--Elizabethton city PUMA,47,TN,0.830227691,G47001101,47,1101,4701101
G37002300,1002,"Morganton city, NC",18.0642879,0.000173,104594.39,7,100,5070,building_footprint_area,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",37,NC,0.000173,G37002300,37,2300,3702300
G37002100,1100,"Hickory city, NC",65.95554781,0.0005,131830.6001,16,100,5070,building_footprint_area,Burke & McDowell Counties PUMA,37,NC,0.0005,G37002100,37,2100,3702100
G37003700,1701,"Raleigh city, NC",65.03222102,0.000521,124747.6529,17,100,5070,building_footprint_area,Moore & Montgomery Counties PUMA,37,NC,0.000521,G37003700,37,3700,3703700
G37003700,1400,"Fayetteville city, NC",124659.8437,0.999296106,124747.6529,34572,100,5070,building_footprint_area,Moore & Montgomery Counties PUMA,37,NC,0.999296106,G37003700,37,3700,3703700
G37001101,1800,"Goldsboro city, NC",15.67411502,9.44e-05,166053.1707,10,100,5070,building_footprint_area,Johnston County (West) PUMA,37,NC,9.44e-05,G37001101,37,1101,3701101
G37003400,1100,"Hickory city, NC",19.9461655,0.000136,146584.051,7,100,5070,building_footprint_area,Rowan County PUMA,37,NC,0.000136,G37003400,37,3400,3703400
G47001400,1203,"Asheville city, NC",0.611548901,4.57e-06,133695.5603,1,100,5070,building_footprint_area,Sevier & Cocke Counties--Sevierville city PUMA,47,TN,4.57e-06,G47001400,47,1400,4701400
G37003700,500,"Greensboro city, NC",22.77690983,0.000183,124747.6529,4,100,5070,building_footprint_area,Moore & Montgomery Counties PUMA,37,NC,0.000183,G37003700,37,3700,3703700
G37002800,1002,"Morganton city, NC",101.2841536,0.000633,160066.6169,30,100,5070,building_footprint_area,Catawba County--Hickory City PUMA,37,NC,0.000633,G37002800,37,2800,3702800
G37003900,1701,"Raleigh city, NC",95.60308175,0.000891,107300.9661,37,100,5070,building_footprint_area,Sampson & Duplin Counties PUMA,37,NC,0.000891,G37003900,37,3900,3703900
G37003900,1800,"Goldsboro city, NC",107106.3326,0.998186098,107300.9661,44801,100,5070,building_footprint_area,Sampson & Duplin Counties PUMA,37,NC,0.998186098,G37003900,37,3900,3703900
G37002202,1203,"Asheville city, NC",133239.4662,1.0,133239.4662,28480,100,5070,building_footprint_area,Buncombe County (Northwest) PUMA,37,NC,1.0,G37002202,37,2202,3702202
G37003900,1900,"Greenville city, NC",94.86898188,0.000884,107300.9661,36,100,5070,building_footprint_area,Sampson & Duplin Counties PUMA,37,NC,0.000884,G37003900,37,3900,3703900
G37003500,1400,"Fayetteville city, NC",0.766474247,4.55e-06,168523.9218,1,100,5070,building_footprint_area,Davidson County PUMA,37,NC,4.55e-06,G37003500,37,3500,3703500
G37003300,900,"Charlotte city, NC",120028.4167,1.0,120028.4167,32393,100,5070,building_footprint_area,Stanly & Cabarrus (East) Counties PUMA,37,NC,1.0,G37003300,37,3300,3703300
G37001500,1400,"Fayetteville city, NC",4.868089318,3.51e-05,138743.9233,2,100,5070,building_footprint_area,Chatham & Lee Counties PUMA,37,NC,3.51e-05,G37001500,37,1500,3701500
G37003800,1800,"Goldsboro city, NC",0.87121737,6.56e-06,132871.3102,1,100,5070,building_footprint_area,Harnett County PUMA,37,NC,6.56e-06,G37003800,37,3800,3703800
G37005002,1701,"Raleigh city, NC",25.66455519,0.000224,114794.7812,7,100,5070,building_footprint_area,Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA,37,NC,0.000224,G37005002,37,5002,3705002
G37005002,1400,"Fayetteville city, NC",114769.1166,0.999776431,114794.7812,19036,100,5070,building_footprint_area,Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA,37,NC,0.999776431,G37005002,37,5002,3705002
G37003800,1400,"Fayetteville city, NC",91.87098753,0.000691,132871.3102,5,100,5070,building_footprint_area,Harnett County PUMA,37,NC,0.000691,G37003800,37,3800,3703800
G37003200,900,"Charlotte city, NC",167735.413,1.0,167735.413,15585,100,5070,building_footprint_area,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA",37,NC,1.0,G37003200,37,3200,3703200
G37002800,800,"Gastonia city, NC",616.4391544,0.003851141,160066.6169,142,100,5070,building_footprint_area,Catawba County--Hickory City PUMA,37,NC,0.003851141,G37002800,37,2800,3702800
G37002700,800,"Gastonia city, NC",135022.0969,0.999921329,135032.72,36754,100,5070,building_footprint_area,Lincoln & Cleveland (East) Counties PUMA,37,NC,0.999921329,G37002700,37,2700,3702700
G37003106,900,"Charlotte city, NC",175893.8888,0.999623735,175960.0965,14085,100,5070,building_footprint_area,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA",37,NC,0.999623735,G37003106,37,3106,3703106
G37002700,1002,"Morganton city, NC",8.400738001,6.22e-05,135032.72,3,100,5070,building_footprint_area,Lincoln & Cleveland (East) Counties PUMA,37,NC,6.22e-05,G37002700,37,2700,3702700
G37002600,800,"Gastonia city, NC",115225.0987,0.859677076,134033.0013,36256,100,5070,building_footprint_area,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",37,NC,0.859677076,G37002600,37,2600,3702600
G37002100,800,"Gastonia city, NC",22.66273248,0.000172,131830.6001,12,100,5070,building_footprint_area,Burke & McDowell Counties PUMA,37,NC,0.000172,G37002100,37,2100,3702100
G37002201,1203,"Asheville city, NC",135505.3898,0.999906394,135518.075,16480,100,5070,building_footprint_area,Buncombe County (Southeast)--Asheville City PUMA,37,NC,0.999906394,G37002201,37,2201,3702201
G37003900,1400,"Fayetteville city, NC",4.161363542,3.88e-05,107300.9661,2,100,5070,building_footprint_area,Sampson & Duplin Counties PUMA,37,NC,3.88e-05,G37003900,37,3900,3703900
G37002100,1203,"Asheville city, NC",11.10894704,8.43e-05,131830.6001,3,100,5070,building_footprint_area,Burke & McDowell Counties PUMA,37,NC,8.43e-05,G37002100,37,2100,3702100
G37005001,1400,"Fayetteville city, NC",108611.7545,1.0,108611.7545,9085,100,5070,building_footprint_area,Cumberland County (Central)--Fayetteville City (Central & East) PUMA,37,NC,1.0,G37005001,37,5001,3705001
G37002600,1002,"Morganton city, NC",17.93376625,0.000134,134033.0013,6,100,5070,building_footprint_area,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",37,NC,0.000134,G37002600,37,2600,3702600
G37005003,1400,"Fayetteville city, NC",109806.1262,1.0,109806.1262,9254,100,5070,building_footprint_area,Cumberland County (West)--Fayetteville City (West) PUMA,37,NC,1.0,G37005003,37,5003,3705003
G37003107,900,"Charlotte city, NC",134826.8453,1.0,134826.8453,11256,100,5070,building_footprint_area,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA,37,NC,1.0,G37003107,37,3107,3703107
G37003001,800,"Gastonia city, NC",106924.1599,0.999822496,106943.1427,21336,100,5070,building_footprint_area,Gaston County (Northwest)--Mount Holly City PUMA,37,NC,0.999822496,G37003001,37,3001,3703001
G37003103,900,"Charlotte city, NC",123634.5741,1.0,123634.5741,6293,100,5070,building_footprint_area,Charlotte City (Northeast) PUMA,37,NC,1.0,G37003103,37,3103,3703103
G37002201,1002,"Morganton city, NC",10.05660987,7.42e-05,135518.075,5,100,5070,building_footprint_area,Buncombe County (Southeast)--Asheville City PUMA,37,NC,7.42e-05,G37002201,37,2201,3702201
G37002201,800,"Gastonia city, NC",2.628632665,1.94e-05,135518.075,2,100,5070,building_footprint_area,Buncombe County (Southeast)--Asheville City PUMA,37,NC,1.94e-05,G37002201,37,2201,3702201
G37004501,1900,"Greenville city, NC",148645.298,1.0,148645.298,15762,100,5070,building_footprint_area,Onslow County (South)--Jacksonville City PUMA,37,NC,1.0,G37004501,37,4501,3704501
G37003102,900,"Charlotte city, NC",129949.1227,1.0,129949.1227,8684,100,5070,building_footprint_area,Charlotte City (Northwest) PUMA,37,NC,1.0,G37003102,37,3102,3703102
G37005200,1400,"Fayetteville city, NC",128595.6667,1.0,128595.6667,29467,100,5070,building_footprint_area,"Hoke, Richmond & Scotland Counties PUMA",37,NC,1.0,G37005200,37,5200,3705200
G37003106,800,"Gastonia city, NC",66.20764351,0.000376,175960.0965,9,100,5070,building_footprint_area,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA",37,NC,0.000376,G37003106,37,3106,3703106
G37002500,1203,"Asheville city, NC",148232.1263,0.999801016,148261.628,35517,100,5070,building_footprint_area,Henderson & Transylvania Counties PUMA,37,NC,0.999801016,G37002500,37,2500,3702500
G37002300,1202,"Cullowhee CDP, NC",21871.81953,0.209110828,104594.39,9002,100,5070,building_footprint_area,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",37,NC,0.209110828,G37002300,37,2300,3702300
G37002600,1203,"Asheville city, NC",2.126752257,1.59e-05,134033.0013,2,100,5070,building_footprint_area,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",37,NC,1.59e-05,G37002600,37,2600,3702600
G37002500,800,"Gastonia city, NC",2.913298368,1.96e-05,148261.628,1,100,5070,building_footprint_area,Henderson & Transylvania Counties PUMA,37,NC,1.96e-05,G37002500,37,2500,3702500
G37003002,800,"Gastonia city, NC",116989.041,1.0,116989.041,11526,100,5070,building_footprint_area,Gaston County (Southeast)--Gastonia & Belmont Cities PUMA,37,NC,1.0,G37003002,37,3002,3703002
G37005301,900,"Charlotte city, NC",115354.7076,1.0,115354.7076,34538,100,5070,building_footprint_area,Union (East) & Anson Counties--Monroe City PUMA,37,NC,1.0,G37005301,37,5301,3705301
G37003108,900,"Charlotte city, NC",143368.502,1.0,143368.502,9181,100,5070,building_footprint_area,Mecklenburg County (South)--Matthews Town (South) PUMA,37,NC,1.0,G37003108,37,3108,3703108
G37003101,900,"Charlotte city, NC",127794.0857,1.0,127794.0857,5346,100,5070,building_footprint_area,Charlotte City (Central) PUMA,37,NC,1.0,G37003101,37,3101,3703101
G37004101,1800,"Goldsboro city, NC",41.37520194,0.000375,110313.3088,9,100,5070,building_footprint_area,"Lenoir, Onslow (North) & Jones Counties PUMA",37,NC,0.000375,G37004101,37,4101,3704101
G37005401,900,"Charlotte city, NC",138412.8072,1.0,138412.8072,15016,100,5070,building_footprint_area,Union County (West)--Indian Trail & Stallings Towns PUMA,37,NC,1.0,G37005401,37,5401,3705401
G37002600,700,"Spartanburg city, SC",18787.84208,0.140173255,134033.0013,9375,100,5070,building_footprint_area,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",37,NC,0.140173255,G37002600,37,2600,3702600
G37002400,1202,"Cullowhee CDP, NC",42904.92934,0.360278694,119088.1671,15627,100,5070,building_footprint_area,"Jackson (South), Macon, Cherokee & Clay Counties PUMA",37,NC,0.360278694,G37002400,37,2400,3702400
G37003105,900,"Charlotte city, NC",120262.8013,1.0,120262.8013,6190,100,5070,building_footprint_area,Charlotte City (Southwest) PUMA,37,NC,1.0,G37003105,37,3105,3703105
G37002500,700,"Spartanburg city, SC",2.776592433,1.87e-05,148261.628,3,100,5070,building_footprint_area,Henderson & Transylvania Counties PUMA,37,NC,1.87e-05,G37002500,37,2500,3702500
G37003104,900,"Charlotte city, NC",157483.4844,1.0,157483.4844,11518,100,5070,building_footprint_area,Charlotte City (South) PUMA,37,NC,1.0,G37003104,37,3104,3703104
G37004900,1400,"Fayetteville city, NC",116029.7153,0.592435936,195851.9197,31341,100,5070,building_footprint_area,"Columbus, Bladen & Robeson Counties PUMA",37,NC,0.592435936,G37004900,37,4900,3704900
G37002400,1203,"Asheville city, NC",4.764835261,4e-05,119088.1671,5,100,5070,building_footprint_area,"Jackson (South), Macon, Cherokee & Clay Counties PUMA",37,NC,4e-05,G37002400,37,2400,3702400
G37004900,1500,"Wilmington city, NC",79809.19626,0.407497646,195851.9197,34138,100,5070,building_footprint_area,"Columbus, Bladen & Robeson Counties PUMA",37,NC,0.407497646,G37004900,37,4900,3704900
G37004601,1500,"Wilmington city, NC",115130.9589,0.999411651,115198.736,22392,100,5070,building_footprint_area,Pender & New Hanover (North) Counties PUMA,37,NC,0.999411651,G37004601,37,4601,3704601
G37004601,1800,"Goldsboro city, NC",13.85938263,0.00012,115198.736,4,100,5070,building_footprint_area,Pender & New Hanover (North) Counties PUMA,37,NC,0.00012,G37004601,37,4601,3704601
G37004601,1900,"Greenville city, NC",46.94685405,0.000408,115198.736,13,100,5070,building_footprint_area,Pender & New Hanover (North) Counties PUMA,37,NC,0.000408,G37004601,37,4601,3704601
G45000601,800,"Gastonia city, NC",9.106275082,8.35e-05,108995.4593,3,100,5070,building_footprint_area,York County (North & East)--Fort Mill Town PUMA,45,SC,8.35e-05,G45000601,45,601,4500601
G45000601,900,"Charlotte city, NC",108986.353,0.999916453,108995.4593,9293,100,5070,building_footprint_area,York County (North & East)--Fort Mill Town PUMA,45,SC,0.999916453,G45000601,45,601,4500601
G45000501,900,"Charlotte city, NC",59600.21889,0.516451017,115403.4303,15849,100,5070,building_footprint_area,Union and York (West) Counties--York City PUMA,45,SC,0.516451017,G45000501,45,501,4500501
G37003001,900,"Charlotte city, NC",18.98281312,0.000178,106943.1427,4,100,5070,building_footprint_area,Gaston County (Northwest)--Mount Holly City PUMA,37,NC,0.000178,G37003001,37,3001,3703001
G45000501,800,"Gastonia city, NC",64.19729824,0.000556,115403.4303,32,100,5070,building_footprint_area,Union and York (West) Counties--York City PUMA,45,SC,0.000556,G45000501,45,501,4500501
G37002700,900,"Charlotte city, NC",2.222378492,1.65e-05,135032.72,1,100,5070,building_footprint_area,Lincoln & Cleveland (East) Counties PUMA,37,NC,1.65e-05,G37002700,37,2700,3702700
G45000501,700,"Spartanburg city, SC",55739.01406,0.482992697,115403.4303,15869,100,5070,building_footprint_area,Union and York (West) Counties--York City PUMA,45,SC,0.482992697,G45000501,45,501,4500501
G45000700,900,"Charlotte city, NC",122801.3686,0.854925028,143639.927,30030,100,5070,building_footprint_area,"Chester, Fairfield & Lancaster Counties PUMA",45,SC,0.854925028,G45000700,45,700,4500700
G45000401,700,"Spartanburg city, SC",112491.2979,0.99996911,112494.7728,22663,100,5070,building_footprint_area,Spartanburg County (North)--Landrum City PUMA,45,SC,0.99996911,G45000401,45,401,4500401
G37004900,1800,"Goldsboro city, NC",0.221365571,1.13e-06,195851.9197,1,100,5070,building_footprint_area,"Columbus, Bladen & Robeson Counties PUMA",37,NC,1.13e-06,G37004900,37,4900,3704900
G45000301,700,"Spartanburg city, SC",51.66754746,0.000501,103223.5259,18,100,5070,building_footprint_area,Greenville County (North)--Greer (North & West) & Travelers Rest Cities PUMA,45,SC,0.000501,G45000301,45,301,4500301
G45000301,1203,"Asheville city, NC",8.148844123,7.89e-05,103223.5259,3,100,5070,building_footprint_area,Greenville County (North)--Greer (North & West) & Travelers Rest Cities PUMA,45,SC,7.89e-05,G45000301,45,301,4500301
G45000301,8300,"Greenville city, SC",103163.7095,0.999420516,103223.5259,21705,100,5070,building_footprint_area,Greenville County (North)--Greer (North & West) & Travelers Rest Cities PUMA,45,SC,0.999420516,G45000301,45,301,4500301
G37002500,8300,"Greenville city, SC",23.43557084,0.000158,148261.628,10,100,5070,building_footprint_area,Henderson & Transylvania Counties PUMA,37,NC,0.000158,G37002500,37,2500,3702500
G45001600,1400,"Fayetteville city, NC",22.50346562,0.000171,131969.8928,9,100,5070,building_footprint_area,"Chesterfield, Darlington & Marlboro Counties PUMA",45,SC,0.000171,G45001600,45,1600,4501600
G45001600,1301,"Bennettsville city, SC",69497.17235,0.526613843,131969.8928,23108,100,5070,building_footprint_area,"Chesterfield, Darlington & Marlboro Counties PUMA",45,SC,0.526613843,G45001600,45,1600,4501600
G45001600,900,"Charlotte city, NC",38.16403135,0.000289,131969.8928,18,100,5070,building_footprint_area,"Chesterfield, Darlington & Marlboro Counties PUMA",45,SC,0.000289,G45001600,45,1600,4501600
G37002300,1204,"Andrews town, NC",4.36683321,4.18e-05,104594.39,1,100,5070,building_footprint_area,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",37,NC,4.18e-05,G37002300,37,2300,3702300
G37002500,1202,"Cullowhee CDP, NC",0.376266539,2.54e-06,148261.628,1,100,5070,building_footprint_area,Henderson & Transylvania Counties PUMA,37,NC,2.54e-06,G37002500,37,2500,3702500
G45000201,1203,"Asheville city, NC",0.080574729,7.59e-07,106189.3608,1,100,5070,building_footprint_area,"Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley PUMA",45,SC,7.59e-07,G45000201,45,201,4500201
G37004800,1500,"Wilmington city, NC",130127.628,1.0,130127.628,26779,100,5070,building_footprint_area,Brunswick County PUMA,37,NC,1.0,G37004800,37,4800,3704800
G45002601,1400,"Fayetteville city, NC",32.89548864,0.00031,106187.2627,9,100,5070,building_footprint_area,"Dillon, Marion and Horry (North) Counties--Loris City PUMA",45,SC,0.00031,G45002601,45,2601,4502601
G37004701,1500,"Wilmington city, NC",161833.9727,0.999985499,161836.3195,12842,100,5070,building_footprint_area,New Hanover County (South)--Wilmington City PUMA,37,NC,0.999985499,G37004701,37,4701,3704701
G37004900,1302,"Florence city, SC",12.78677392,6.53e-05,195851.9197,9,100,5070,building_footprint_area,"Columbus, Bladen & Robeson Counties PUMA",37,NC,6.53e-05,G37004900,37,4900,3704900
G45002601,1302,"Florence city, SC",106098.3621,0.999162794,106187.2627,33566,100,5070,building_footprint_area,"Dillon, Marion and Horry (North) Counties--Loris City PUMA",45,SC,0.999162794,G45002601,45,2601,4502601
G45002601,1500,"Wilmington city, NC",56.00510064,0.000527,106187.2627,21,100,5070,building_footprint_area,"Dillon, Marion and Horry (North) Counties--Loris City PUMA",45,SC,0.000527,G45002601,45,2601,4502601
G45002701,1500,"Wilmington city, NC",77.64910781,0.000578,134291.5317,17,100,5070,building_footprint_area,Horry (Central and North) County--North Myrtle Beach City PUMA,45,SC,0.000578,G45002701,45,2701,4502701
G38000100,26412,"Williston city, ND",38014.04792,0.375025475,101363.9086,7972,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.375025475,G38000100,38,100,3800100
G38000200,26412,"Williston city, ND",2187.674772,0.019656121,111297.3821,1495,100,5070,building_footprint_area,North Central North Dakota--Minot City PUMA,38,ND,0.019656121,G38000200,38,200,3800200
G38000200,26304,"Minot city, ND",78861.07703,0.708561833,111297.3821,19449,100,5070,building_footprint_area,North Central North Dakota--Minot City PUMA,38,ND,0.708561833,G38000200,38,200,3800200
G38000400,26303,"Belcourt CDP, ND",14312.33291,0.126090155,113508.7268,6337,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.126090155,G38000400,38,400,3800400
G38000500,26702,"Grafton city, ND",21036.34074,0.182098327,115521.8779,9977,100,5070,building_footprint_area,Northeast North Dakota--Grand Forks City PUMA,38,ND,0.182098327,G38000500,38,500,3800500
G38000200,26411,"Sidney city, MT",9193.595713,0.082603881,111297.3821,3754,100,5070,building_footprint_area,North Central North Dakota--Minot City PUMA,38,ND,0.082603881,G38000200,38,200,3800200
G38000400,26305,"Rugby city, ND",7923.002879,0.069800826,113508.7268,4222,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.069800826,G38000400,38,400,3800400
G38000500,26301,"Devils Lake city, ND",14309.48585,0.123868189,115521.8779,5130,100,5070,building_footprint_area,Northeast North Dakota--Grand Forks City PUMA,38,ND,0.123868189,G38000500,38,500,3800500
G38000400,26304,"Minot city, ND",1.926917855,1.7e-05,113508.7268,3,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,1.7e-05,G38000400,38,400,3800400
G38000400,26301,"Devils Lake city, ND",5927.612204,0.052221643,113508.7268,3261,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.052221643,G38000400,38,400,3800400
G38000500,26704,"Grand Forks city, ND",80174.70615,0.694021839,115521.8779,11761,100,5070,building_footprint_area,Northeast North Dakota--Grand Forks City PUMA,38,ND,0.694021839,G38000500,38,500,3800500
G38000200,26201,"Bismarck city, ND",19794.57521,0.177853017,111297.3821,10069,100,5070,building_footprint_area,North Central North Dakota--Minot City PUMA,38,ND,0.177853017,G38000200,38,200,3800200
G38000100,26410,"Dickinson city, ND",34469.74341,0.340059336,101363.9086,10724,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.340059336,G38000100,38,100,3800100
G38000200,26305,"Rugby city, ND",1259.999999,0.011321021,111297.3821,1370,100,5070,building_footprint_area,North Central North Dakota--Minot City PUMA,38,ND,0.011321021,G38000200,38,200,3800200
G38000400,26302,"Carrington city, ND",5714.658486,0.050345543,113508.7268,2843,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.050345543,G38000400,38,400,3800400
G38000500,26302,"Carrington city, ND",1.103500485,9.55e-06,115521.8779,1,100,5070,building_footprint_area,Northeast North Dakota--Grand Forks City PUMA,38,ND,9.55e-06,G38000500,38,500,3800500
G38000400,26804,"Cooperstown city, ND",2278.847692,0.02007641,113508.7268,1481,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.02007641,G38000400,38,400,3800400
G38000100,26409,"Glendive city, MT",1722.031609,0.016988607,101363.9086,966,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.016988607,G38000100,38,100,3800100
G38000200,26410,"Dickinson city, ND",0.459392428,4.13e-06,111297.3821,1,100,5070,building_footprint_area,North Central North Dakota--Minot City PUMA,38,ND,4.13e-06,G38000200,38,200,3800200
G38000300,26201,"Bismarck city, ND",127557.6038,0.99999466,127558.2849,18853,100,5070,building_footprint_area,Bismarck & Mandan Cities PUMA,38,ND,0.99999466,G38000300,38,300,3800300
